7.25,212,700,20
7.69,212,800,22
7.04,204,900,24
7.88,176,900,22
8.44,128,950,22
8.56,128,1000,25
8.88,117,1200,24
7.83,136,1200,26
7.33,120,1400,27
8.09,148,1400,28
7.78,156,1500,30
7.33,141,1600,31
7.73,132,1600,31
7.99,120,1600,34
8.5,140,1700,32
8.03,150,1700,32
7.8,163,1800,30
7.17,176,1600,27
8.03,190,1500,27
7.9,180,1600,25
8.6,165,1300,25
7.67,170,1500,25
8.7,179,1500,24
8.7,160,1200,21
